,latitude,longitude,VHM0
26954,31.14583396911621,27.916667938232425,0.36
26955,31.14583396911621,27.95833396911621,0.37300003
26956,31.14583396911621,28.000001907348636,0.38500002
26957,31.14583396911621,28.041667938232425,0.39200002
26958,31.14583396911621,28.08333396911621,0.39400002
26959,31.14583396911621,28.125001907348636,0.39200002
26960,31.14583396911621,28.166667938232425,0.388
26961,31.14583396911621,28.20833396911621,0.38500002
26962,31.14583396911621,28.250001907348636,0.38200003
26963,31.14583396911621,28.291667938232425,0.379
26964,31.14583396911621,28.33333396911621,0.37800002
26965,31.14583396911621,28.375001907348636,0.37600002
26966,31.14583396911621,28.416667938232425,0.37500003
26967,31.14583396911621,28.45833396911621,0.374
26968,31.14583396911621,28.500001907348636,0.37300003
26969,31.14583396911621,28.541667938232425,0.374
26970,31.14583396911621,28.58333396911621,0.37600002
26971,31.14583396911621,28.625001907348636,0.37800002
26972,31.14583396911621,28.666667938232425,0.38000003
26973,31.14583396911621,28.70833396911621,0.38300002
26974,31.14583396911621,28.750001907348636,0.384
26975,31.14583396911621,28.791667938232425,0.386
26976,31.14583396911621,28.83333396911621,0.38700002
26977,31.14583396911621,28.875001907348636,0.38700002
26978,31.14583396911621,28.916667938232425,0.388
26979,31.14583396911621,28.95833396911621,0.39000002
26980,31.14583396911621,29.000001907348636,0.39200002
26981,31.14583396911621,29.041667938232425,0.395
26982,31.14583396911621,29.08333396911621,0.39800003
26983,31.14583396911621,29.125001907348636,0.402
26984,31.14583396911621,29.166667938232425,0.40600002
26985,31.14583396911621,29.20833396911621,0.411
26986,31.14583396911621,29.250001907348636,0.41700003
26987,31.14583396911621,29.291667938232425,0.42400002
26988,31.14583396911621,29.33333396911621,0.43
26989,31.14583396911621,29.375001907348636,0.437
26990,31.14583396911621,29.416667938232425,0.44200003
26991,31.14583396911621,29.45833396911621,0.446
26992,31.14583396911621,29.500001907348636,0.45000002
26993,31.14583396911621,29.541667938232425,0.455
26994,31.14583396911621,29.58333396911621,0.45900002
26995,31.14583396911621,29.625001907348636,0.46600002
26996,31.14583396911621,29.666667938232425,0.47400004
26997,31.14583396911621,29.70833396911621,0.48000002
26998,31.14583396911621,29.750001907348636,0.48400003
26999,31.14583396911621,29.791667938232425,0.47300002
27064,31.14583396911621,32.5,0.32000002
27065,31.14583396911621,32.54166793823242,0.34600002
27066,31.14583396911621,32.583335876464844,0.36
27067,31.14583396911621,32.625,0.36900002
27068,31.14583396911621,32.66666793823242,0.37500003
27069,31.14583396911621,32.708335876464844,0.379
27070,31.14583396911621,32.75,0.38000003
27071,31.14583396911621,32.79166793823242,0.379
27072,31.14583396911621,32.833335876464844,0.37600002
27073,31.14583396911621,32.875,0.365
27088,31.14583396911621,33.5,0.29200003
27089,31.14583396911621,33.54166793823242,0.342
27090,31.14583396911621,33.583335876464844,0.37100002
27091,31.14583396911621,33.625,0.388
27092,31.14583396911621,33.66666793823242,0.407
27093,31.14583396911621,33.708335876464844,0.42000002
27094,31.14583396911621,33.75,0.425
27165,31.1875,27.666667938232425,0.356
27166,31.1875,27.70833396911621,0.32200003
27171,31.1875,27.916667938232425,0.367
27172,31.1875,27.95833396911621,0.381
27173,31.1875,28.000001907348636,0.39200002
27174,31.1875,28.041667938232425,0.39600003
27175,31.1875,28.08333396911621,0.395
27176,31.1875,28.125001907348636,0.39100003
27177,31.1875,28.166667938232425,0.386
27178,31.1875,28.20833396911621,0.38200003
27179,31.1875,28.250001907348636,0.379
27180,31.1875,28.291667938232425,0.377
27181,31.1875,28.33333396911621,0.37600002
27182,31.1875,28.375001907348636,0.374
27183,31.1875,28.416667938232425,0.37300003
27184,31.1875,28.45833396911621,0.37300003
27185,31.1875,28.500001907348636,0.37300003
27186,31.1875,28.541667938232425,0.37300003
27187,31.1875,28.58333396911621,0.37500003
27188,31.1875,28.625001907348636,0.377
27189,31.1875,28.666667938232425,0.379
27190,31.1875,28.70833396911621,0.381
27191,31.1875,28.750001907348636,0.38200003
27192,31.1875,28.791667938232425,0.38200003
27193,31.1875,28.83333396911621,0.38200003
27194,31.1875,28.875001907348636,0.381
27195,31.1875,28.916667938232425,0.381
27196,31.1875,28.95833396911621,0.38200003
27197,31.1875,29.000001907348636,0.384
27198,31.1875,29.041667938232425,0.386
27199,31.1875,29.08333396911621,0.38900003
27200,31.1875,29.125001907348636,0.393
27201,31.1875,29.166667938232425,0.397
27202,31.1875,29.20833396911621,0.40300003
27203,31.1875,29.250001907348636,0.409
27204,31.1875,29.291667938232425,0.416
27205,31.1875,29.33333396911621,0.423
27206,31.1875,29.375001907348636,0.43
27207,31.1875,29.416667938232425,0.43500003
27208,31.1875,29.45833396911621,0.44000003
27209,31.1875,29.500001907348636,0.44400004
27210,31.1875,29.541667938232425,0.44700003
27211,31.1875,29.58333396911621,0.45000002
27212,31.1875,29.625001907348636,0.45600003
27213,31.1875,29.666667938232425,0.46300003
27214,31.1875,29.70833396911621,0.47100002
27215,31.1875,29.750001907348636,0.47700003
27216,31.1875,29.791667938232425,0.47800002
27217,31.1875,29.83333396911621,0.467
27280,31.1875,32.458335876464844,0.31800002
27281,31.1875,32.5,0.34800002
27282,31.1875,32.54166793823242,0.363
27283,31.1875,32.583335876464844,0.374
27284,31.1875,32.625,0.38300002
27285,31.1875,32.66666793823242,0.39000002
27286,31.1875,32.708335876464844,0.395
27287,31.1875,32.75,0.39900002
27288,31.1875,32.79166793823242,0.4
27289,31.1875,32.833335876464844,0.4
27290,31.1875,32.875,0.397
27291,31.1875,32.91666793823242,0.395
27292,31.1875,32.958335876464844,0.38700002
27304,31.1875,33.458335876464844,0.33
27305,31.1875,33.5,0.377
27306,31.1875,33.54166793823242,0.4
27307,31.1875,33.583335876464844,0.416
27308,31.1875,33.625,0.42800003
27309,31.1875,33.66666793823242,0.44000003
27310,31.1875,33.708335876464844,0.44900003
27311,31.1875,33.75,0.455
27312,31.1875,33.79166793823242,0.46500003
27313,31.1875,33.833335876464844,0.47100002
27314,31.1875,33.875,0.47500002
27315,31.1875,33.91666793823242,0.47400004
27377,31.22916603088379,27.45833396911621,0.439
27378,31.22916603088379,27.500001907348636,0.44200003
27379,31.22916603088379,27.541667938232425,0.44300002
27380,31.22916603088379,27.58333396911621,0.44000003
27381,31.22916603088379,27.625001907348636,0.432
27382,31.22916603088379,27.666667938232425,0.42400002
27383,31.22916603088379,27.70833396911621,0.40600002
27384,31.22916603088379,27.750001907348636,0.38300002
27385,31.22916603088379,27.791667938232425,0.349
27388,31.22916603088379,27.916667938232425,0.37800002
27389,31.22916603088379,27.95833396911621,0.393
27390,31.22916603088379,28.000001907348636,0.39900002
27391,31.22916603088379,28.041667938232425,0.39800003
27392,31.22916603088379,28.08333396911621,0.395
27393,31.22916603088379,28.125001907348636,0.39100003
27394,31.22916603088379,28.166667938232425,0.386
27395,31.22916603088379,28.20833396911621,0.38300002
27396,31.22916603088379,28.250001907348636,0.379
27397,31.22916603088379,28.291667938232425,0.37600002
27398,31.22916603088379,28.33333396911621,0.374
27399,31.22916603088379,28.375001907348636,0.37300003
27400,31.22916603088379,28.416667938232425,0.37100002
27401,31.22916603088379,28.45833396911621,0.37
27402,31.22916603088379,28.500001907348636,0.36900002
27403,31.22916603088379,28.541667938232425,0.37
27404,31.22916603088379,28.58333396911621,0.37100002
27405,31.22916603088379,28.625001907348636,0.372
27406,31.22916603088379,28.666667938232425,0.374
27407,31.22916603088379,28.70833396911621,0.37500003
27408,31.22916603088379,28.750001907348636,0.37600002
27409,31.22916603088379,28.791667938232425,0.37600002
27410,31.22916603088379,28.83333396911621,0.37500003
27411,31.22916603088379,28.875001907348636,0.374
27412,31.22916603088379,28.916667938232425,0.37300003
27413,31.22916603088379,28.95833396911621,0.37300003
27414,31.22916603088379,29.000001907348636,0.37500003
27415,31.22916603088379,29.041667938232425,0.377
27416,31.22916603088379,29.08333396911621,0.381
27417,31.22916603088379,29.125001907348636,0.38500002
27418,31.22916603088379,29.166667938232425,0.39000002
27419,31.22916603088379,29.20833396911621,0.39600003
27420,31.22916603088379,29.250001907348636,0.40300003
27421,31.22916603088379,29.291667938232425,0.41000003
27422,31.22916603088379,29.33333396911621,0.418
27423,31.22916603088379,29.375001907348636,0.425
27424,31.22916603088379,29.416667938232425,0.43100002
27425,31.22916603088379,29.45833396911621,0.43600002
27426,31.22916603088379,29.500001907348636,0.439
27427,31.22916603088379,29.541667938232425,0.44200003
27428,31.22916603088379,29.58333396911621,0.44400004
27429,31.22916603088379,29.625001907348636,0.448
27430,31.22916603088379,29.666667938232425,0.453
27431,31.22916603088379,29.70833396911621,0.45900002
27432,31.22916603088379,29.750001907348636,0.467
27433,31.22916603088379,29.791667938232425,0.47300002
27434,31.22916603088379,29.83333396911621,0.47300002
27435,31.22916603088379,29.875001907348636,0.47000003
27436,31.22916603088379,29.916667938232425,0.45400003
27496,31.22916603088379,32.41666793823242,0.32200003
27497,31.22916603088379,32.458335876464844,0.351
27498,31.22916603088379,32.5,0.36600003
27499,31.22916603088379,32.54166793823242,0.37600002
27500,31.22916603088379,32.583335876464844,0.386
27501,31.22916603088379,32.625,0.39400002
27502,31.22916603088379,32.66666793823242,0.40100002
27503,31.22916603088379,32.708335876464844,0.40600002
27504,31.22916603088379,32.75,0.411
27505,31.22916603088379,32.79166793823242,0.41300002
27506,31.22916603088379,32.833335876464844,0.41500002
27507,31.22916603088379,32.875,0.41400003
27508,31.22916603088379,32.91666793823242,0.41300002
27509,31.22916603088379,32.958335876464844,0.41000003
27510,31.22916603088379,33.0,0.41000003
27511,31.22916603088379,33.04166793823242,0.402
27517,31.22916603088379,33.29166793823242,0.326
27518,31.22916603088379,33.333335876464844,0.374
27519,31.22916603088379,33.375,0.39600003
27520,31.22916603088379,33.41666793823242,0.41400003
27521,31.22916603088379,33.458335876464844,0.42100003
27522,31.22916603088379,33.5,0.42900002
27523,31.22916603088379,33.54166793823242,0.43800002
27524,31.22916603088379,33.583335876464844,0.44700003
27525,31.22916603088379,33.625,0.45400003
27526,31.22916603088379,33.66666793823242,0.462
27527,31.22916603088379,33.708335876464844,0.469
27528,31.22916603088379,33.75,0.47500002
27529,31.22916603088379,33.79166793823242,0.48000002
27530,31.22916603088379,33.833335876464844,0.485
27531,31.22916603088379,33.875,0.49
27532,31.22916603088379,33.91666793823242,0.492
27533,31.22916603088379,33.958335876464844,0.5
27534,31.22916603088379,34.0,0.50100005
27535,31.22916603088379,34.04166793823242,0.497
27593,31.27083396911621,27.416667938232425,0.44200003
27594,31.27083396911621,27.45833396911621,0.45700002
27595,31.27083396911621,27.500001907348636,0.46500003
27596,31.27083396911621,27.541667938232425,0.46500003
27597,31.27083396911621,27.58333396911621,0.46400002
27598,31.27083396911621,27.625001907348636,0.45800003
27599,31.27083396911621,27.666667938232425,0.44900003
27600,31.27083396911621,27.70833396911621,0.441
27601,31.27083396911621,27.750001907348636,0.43300003
27602,31.27083396911621,27.791667938232425,0.42700002
27603,31.27083396911621,27.83333396911621,0.42100003
27604,31.27083396911621,27.875001907348636,0.41900003
27605,31.27083396911621,27.916667938232425,0.42100003
27606,31.27083396911621,27.95833396911621,0.41400003
27607,31.27083396911621,28.000001907348636,0.40800002
27608,31.27083396911621,28.041667938232425,0.40100002
27609,31.27083396911621,28.08333396911621,0.395
27610,31.27083396911621,28.125001907348636,0.39000002
27611,31.27083396911621,28.166667938232425,0.38500002
27612,31.27083396911621,28.20833396911621,0.38200003
27613,31.27083396911621,28.250001907348636,0.37800002
27614,31.27083396911621,28.291667938232425,0.37300003
27615,31.27083396911621,28.33333396911621,0.37
27616,31.27083396911621,28.375001907348636,0.367
27617,31.27083396911621,28.416667938232425,0.36400002
27618,31.27083396911621,28.45833396911621,0.36200002
27619,31.27083396911621,28.500001907348636,0.36200002
27620,31.27083396911621,28.541667938232425,0.36200002
27621,31.27083396911621,28.58333396911621,0.363
27622,31.27083396911621,28.625001907348636,0.36400002
27623,31.27083396911621,28.666667938232425,0.36600003
27624,31.27083396911621,28.70833396911621,0.36800003
27625,31.27083396911621,28.750001907348636,0.36800003
27626,31.27083396911621,28.791667938232425,0.36800003
27627,31.27083396911621,28.83333396911621,0.367
27628,31.27083396911621,28.875001907348636,0.36600003
27629,31.27083396911621,28.916667938232425,0.365
27630,31.27083396911621,28.95833396911621,0.365
27631,31.27083396911621,29.000001907348636,0.367
27632,31.27083396911621,29.041667938232425,0.37
27633,31.27083396911621,29.08333396911621,0.374
27634,31.27083396911621,29.125001907348636,0.379
27635,31.27083396911621,29.166667938232425,0.38500002
27636,31.27083396911621,29.20833396911621,0.39200002
27637,31.27083396911621,29.250001907348636,0.39900002
27638,31.27083396911621,29.291667938232425,0.40600002
27639,31.27083396911621,29.33333396911621,0.41400003
27640,31.27083396911621,29.375001907348636,0.42100003
27641,31.27083396911621,29.416667938232425,0.42700002
27642,31.27083396911621,29.45833396911621,0.432
27643,31.27083396911621,29.500001907348636,0.43600002
27644,31.27083396911621,29.541667938232425,0.43800002
27645,31.27083396911621,29.58333396911621,0.439
27646,31.27083396911621,29.625001907348636,0.44200003
27647,31.27083396911621,29.666667938232425,0.44500002
27648,31.27083396911621,29.70833396911621,0.45000002
27649,31.27083396911621,29.750001907348636,0.45600003
27650,31.27083396911621,29.791667938232425,0.46300003
27651,31.27083396911621,29.83333396911621,0.46600002
27652,31.27083396911621,29.875001907348636,0.46600002
27653,31.27083396911621,29.916667938232425,0.46100003
27654,31.27083396911621,29.95833396911621,0.44900003
27712,31.27083396911621,32.375,0.323
27713,31.27083396911621,32.41666793823242,0.35500002
27714,31.27083396911621,32.458335876464844,0.37100002
27715,31.27083396911621,32.5,0.381
27716,31.27083396911621,32.54166793823242,0.39000002
27717,31.27083396911621,32.583335876464844,0.397
27718,31.27083396911621,32.625,0.404
27719,31.27083396911621,32.66666793823242,0.41000003
27720,31.27083396911621,32.708335876464844,0.416
27721,31.27083396911621,32.75,0.42000002
27722,31.27083396911621,32.79166793823242,0.423
27723,31.27083396911621,32.833335876464844,0.42400002
27724,31.27083396911621,32.875,0.42400002
27725,31.27083396911621,32.91666793823242,0.423
27726,31.27083396911621,32.958335876464844,0.423
27727,31.27083396911621,33.0,0.42200002
27728,31.27083396911621,33.04166793823242,0.42100003
27729,31.27083396911621,33.083335876464844,0.42600003
27730,31.27083396911621,33.125,0.42700002
27731,31.27083396911621,33.16666793823242,0.42800003
27732,31.27083396911621,33.208335876464844,0.43
27733,31.27083396911621,33.25,0.43300003
27734,31.27083396911621,33.29166793823242,0.43100002
27735,31.27083396911621,33.333335876464844,0.43100002
27736,31.27083396911621,33.375,0.432
27737,31.27083396911621,33.41666793823242,0.43600002
27738,31.27083396911621,33.458335876464844,0.441
27739,31.27083396911621,33.5,0.446
27740,31.27083396911621,33.54166793823242,0.45200002
27741,31.27083396911621,33.583335876464844,0.45900002
27742,31.27083396911621,33.625,0.46500003
27743,31.27083396911621,33.66666793823242,0.47100002
27744,31.27083396911621,33.708335876464844,0.47700003
27745,31.27083396911621,33.75,0.48200002
27746,31.27083396911621,33.79166793823242,0.48800004
27747,31.27083396911621,33.833335876464844,0.49400002
27748,31.27083396911621,33.875,0.499
27749,31.27083396911621,33.91666793823242,0.504
27750,31.27083396911621,33.958335876464844,0.508
27751,31.27083396911621,34.0,0.51100004
27752,31.27083396911621,34.04166793823242,0.509
27753,31.27083396911621,34.083335876464844,0.51000005
27754,31.27083396911621,34.125,0.503
27809,31.3125,27.375001907348636,0.439
27810,31.3125,27.416667938232425,0.46
27811,31.3125,27.45833396911621,0.47300002
27812,31.3125,27.500001907348636,0.47900003
27813,31.3125,27.541667938232425,0.47800002
27814,31.3125,27.58333396911621,0.47400004
27815,31.3125,27.625001907348636,0.467
27816,31.3125,27.666667938232425,0.45800003
27817,31.3125,27.70833396911621,0.448
27818,31.3125,27.750001907348636,0.44000003
27819,31.3125,27.791667938232425,0.43300003
27820,31.3125,27.83333396911621,0.42700002
27821,31.3125,27.875001907348636,0.42200002
27822,31.3125,27.916667938232425,0.41700003
27823,31.3125,27.95833396911621,0.41000003
27824,31.3125,28.000001907348636,0.40300003
27825,31.3125,28.041667938232425,0.397
27826,31.3125,28.08333396911621,0.39100003
27827,31.3125,28.125001907348636,0.386
27828,31.3125,28.166667938232425,0.38200003
27829,31.3125,28.20833396911621,0.37800002
27830,31.3125,28.250001907348636,0.372
27831,31.3125,28.291667938232425,0.36400002
27832,31.3125,28.33333396911621,0.35900003
27833,31.3125,28.375001907348636,0.35700002
27834,31.3125,28.416667938232425,0.35500002
27835,31.3125,28.45833396911621,0.35300002
27836,31.3125,28.500001907348636,0.35200003
27837,31.3125,28.541667938232425,0.35200003
27838,31.3125,28.58333396911621,0.35300002
27839,31.3125,28.625001907348636,0.35500002
27840,31.3125,28.666667938232425,0.35700002
27841,31.3125,28.70833396911621,0.35900003
27842,31.3125,28.750001907348636,0.36
27843,31.3125,28.791667938232425,0.36
27844,31.3125,28.83333396911621,0.36
27845,31.3125,28.875001907348636,0.35900003
27846,31.3125,28.916667938232425,0.35900003
27847,31.3125,28.95833396911621,0.35900003
27848,31.3125,29.000001907348636,0.36100003
27849,31.3125,29.041667938232425,0.365
27850,31.3125,29.08333396911621,0.37
27851,31.3125,29.125001907348636,0.37600002
27852,31.3125,29.166667938232425,0.38200003
27853,31.3125,29.20833396911621,0.39000002
27854,31.3125,29.250001907348636,0.397
27855,31.3125,29.291667938232425,0.40500003
27856,31.3125,29.33333396911621,0.41200003
27857,31.3125,29.375001907348636,0.41900003
27858,31.3125,29.416667938232425,0.425
27859,31.3125,29.45833396911621,0.43
27860,31.3125,29.500001907348636,0.43400002
27861,31.3125,29.541667938232425,0.43500003
27862,31.3125,29.58333396911621,0.437
27863,31.3125,29.625001907348636,0.439
27864,31.3125,29.666667938232425,0.441
27865,31.3125,29.70833396911621,0.44400004
27866,31.3125,29.750001907348636,0.45000002
27867,31.3125,29.791667938232425,0.455
27868,31.3125,29.83333396911621,0.45900002
27869,31.3125,29.875001907348636,0.46100003
27870,31.3125,29.916667938232425,0.462
27871,31.3125,29.95833396911621,0.45900002
27872,31.3125,30.000001907348636,0.45000002
27874,31.3125,30.08333396911621,0.37500003
27875,31.3125,30.125001907348636,0.4
27876,31.3125,30.166667938232425,0.407
27877,31.3125,30.20833396911621,0.40600002
27878,31.3125,30.250001907348636,0.35700002
27925,31.3125,32.208335876464844,0.293
27926,31.3125,32.25,0.324
27927,31.3125,32.29166793823242,0.344
27928,31.3125,32.333335876464844,0.35900003
27929,31.3125,32.375,0.36900002
27930,31.3125,32.41666793823242,0.379
27931,31.3125,32.458335876464844,0.388
27932,31.3125,32.5,0.395
27933,31.3125,32.54166793823242,0.402
27934,31.3125,32.583335876464844,0.40800002
27935,31.3125,32.625,0.41400003
27936,31.3125,32.66666793823242,0.41900003
27937,31.3125,32.708335876464844,0.42400002
27938,31.3125,32.75,0.42700002
27939,31.3125,32.79166793823242,0.43
27940,31.3125,32.833335876464844,0.43100002
27941,31.3125,32.875,0.43100002
27942,31.3125,32.91666793823242,0.43
27943,31.3125,32.958335876464844,0.43
27944,31.3125,33.0,0.43100002
27945,31.3125,33.04166793823242,0.432
27946,31.3125,33.083335876464844,0.43300003
27947,31.3125,33.125,0.43400002
27948,31.3125,33.16666793823242,0.43600002
27949,31.3125,33.208335876464844,0.437
27950,31.3125,33.25,0.439
27951,31.3125,33.29166793823242,0.441
27952,31.3125,33.333335876464844,0.44300002
27953,31.3125,33.375,0.44500002
27954,31.3125,33.41666793823242,0.44700003
27955,31.3125,33.458335876464844,0.45000002
27956,31.3125,33.5,0.45200002
27957,31.3125,33.54166793823242,0.45700002
27958,31.3125,33.583335876464844,0.462
27959,31.3125,33.625,0.46600002
27960,31.3125,33.66666793823242,0.47200003
27961,31.3125,33.708335876464844,0.47700003
27962,31.3125,33.75,0.483
27963,31.3125,33.79166793823242,0.48800004
27964,31.3125,33.833335876464844,0.49400002
27965,31.3125,33.875,0.5
27966,31.3125,33.91666793823242,0.505
27967,31.3125,33.958335876464844,0.51100004
27968,31.3125,34.0,0.51600003
27969,31.3125,34.04166793823242,0.518
27970,31.3125,34.083335876464844,0.518
27971,31.3125,34.125,0.513
27972,31.3125,34.16666793823242,0.512
28026,31.35416603088379,27.375001907348636,0.46600002
28027,31.35416603088379,27.416667938232425,0.48000002
28028,31.35416603088379,27.45833396911621,0.48800004
28029,31.35416603088379,27.500001907348636,0.48900002
28030,31.35416603088379,27.541667938232425,0.483
28031,31.35416603088379,27.58333396911621,0.47700003
28032,31.35416603088379,27.625001907348636,0.46800002
28033,31.35416603088379,27.666667938232425,0.45700002
28034,31.35416603088379,27.70833396911621,0.448
28035,31.35416603088379,27.750001907348636,0.44000003
28036,31.35416603088379,27.791667938232425,0.432
28037,31.35416603088379,27.83333396911621,0.425
28038,31.35416603088379,27.875001907348636,0.41900003
28039,31.35416603088379,27.916667938232425,0.41300002
28040,31.35416603088379,27.95833396911621,0.40600002
28041,31.35416603088379,28.000001907348636,0.39900002
28042,31.35416603088379,28.041667938232425,0.393
28043,31.35416603088379,28.08333396911621,0.38700002
28044,31.35416603088379,28.125001907348636,0.38300002
28045,31.35416603088379,28.166667938232425,0.38000003
28046,31.35416603088379,28.20833396911621,0.37300003
28047,31.35416603088379,28.250001907348636,0.36
28048,31.35416603088379,28.291667938232425,0.35500002
28049,31.35416603088379,28.33333396911621,0.35200003
28050,31.35416603088379,28.375001907348636,0.35000002
28051,31.35416603088379,28.416667938232425,0.349
28052,31.35416603088379,28.45833396911621,0.347
28053,31.35416603088379,28.500001907348636,0.347
28054,31.35416603088379,28.541667938232425,0.347
28055,31.35416603088379,28.58333396911621,0.347
28056,31.35416603088379,28.625001907348636,0.349
28057,31.35416603088379,28.666667938232425,0.35000002
28058,31.35416603088379,28.70833396911621,0.35200003
28059,31.35416603088379,28.750001907348636,0.354
28060,31.35416603088379,28.791667938232425,0.35500002
28061,31.35416603088379,28.83333396911621,0.356
28062,31.35416603088379,28.875001907348636,0.356
28063,31.35416603088379,28.916667938232425,0.35700002
28064,31.35416603088379,28.95833396911621,0.358
28065,31.35416603088379,29.000001907348636,0.36
28066,31.35416603088379,29.041667938232425,0.36400002
28067,31.35416603088379,29.08333396911621,0.36900002
28068,31.35416603088379,29.125001907348636,0.37500003
28069,31.35416603088379,29.166667938232425,0.38200003
28070,31.35416603088379,29.20833396911621,0.38900003
28071,31.35416603088379,29.250001907348636,0.397
28072,31.35416603088379,29.291667938232425,0.404
28073,31.35416603088379,29.33333396911621,0.411
28074,31.35416603088379,29.375001907348636,0.41700003
28075,31.35416603088379,29.416667938232425,0.423
28076,31.35416603088379,29.45833396911621,0.42800003
28077,31.35416603088379,29.500001907348636,0.432
28078,31.35416603088379,29.541667938232425,0.43400002
28079,31.35416603088379,29.58333396911621,0.43600002
28080,31.35416603088379,29.625001907348636,0.437
28081,31.35416603088379,29.666667938232425,0.439
28082,31.35416603088379,29.70833396911621,0.44200003
